N-LAF33,1.80E+00,9.27E-03,3.12E-01,3.58E-02,1.16E+00,8.73E+01
N-LAF34,1.76E+00,8.73E-03,3.14E-01,2.93E-02,1.19E+00,8.52E+01
N-LAF35,1.52E+00,7.51E-03,4.56E-01,2.60E-02,1.07E+00,8.06E+01
N-LAF7,1.74E+00,1.08E-02,2.27E-01,5.39E-02,1.33E+00,1.06E+02
N-LAK10,1.73E+00,8.86E-03,1.69E-01,3.63E-02,1.19E+00,8.29E+01
N-LAK12,1.17E+00,5.77E-03,5.89E-01,2.00E-02,9.78E-01,9.55E+01
N-LAK14,1.51E+00,7.46E-03,3.19E-01,2.42E-02,1.14E+00,8.10E+01
N-LAK21,1.23E+00,6.02E-03,4.21E-01,1.97E-02,1.01E+00,8.84E+01
N-LAK22,1.42E+00,6.70E-03,5.94E-01,2.19E-02,1.16E+00,8.07E+01
N-LAK34,1.27E+00,5.89E-03,6.66E-01,1.98E-02,1.12E+00,7.89E+01
N-LAK7,1.24E+00,6.10E-03,4.45E-01,2.01E-02,1.02E+00,9.06E+01
N-LAK8,1.33E+00,6.20E-03,5.47E-01,2.16E-02,1.19E+00,8.26E+01
N-LAK9,1.46E+00,7.24E-03,3.44E-01,2.43E-02,1.16E+00,8.55E+01
N-LASF31A,1.96E+00,9.82E-03,4.75E-01,3.45E-02,1.48E+00,1.11E+02
N-LASF40,1.99E+00,1.10E-02,2.74E-01,4.75E-02,1.29E+00,9.69E+01
N-LASF41,1.86E+00,9.10E-03,4.13E-01,3.39E-02,1.36E+00,9.34E+01
N-LASF43,1.94E+00,1.04E-02,2.37E-01,4.48E-02,1.26E+00,8.74E+01
N-LASF44,1.79E+00,8.73E-03,3.87E-01,3.08E-02,1.31E+00,9.28E+01
N-LASF45,1.87E+00,1.12E-02,2.68E-01,5.05E-02,1.73E+00,1.47E+02
N-LASF45HT,1.87E+00,1.12E-02,2.68E-01,5.05E-02,1.73E+00,1.47E+02
N-LASF46A,2.17E+00,1.24E-02,3.20E-01,5.61E-02,1.66E+00,1.07E+02
N-LASF46B,2.18E+00,1.26E-02,3.06E-01,5.67E-02,1.57E+00,1.05E+02
N-LASF9,2.00E+00,1.21E-02,2.99E-01,5.39E-02,1.81E+00,1.57E+02
N-LASF9HT,2.00E+00,1.21E-02,2.99E-01,5.39E-02,1.81E+00,1.57E+02
N-PK51,1.16E+00,5.86E-03,1.53E-01,1.94E-02,7.86E-01,1.41E+02
N-PK52A,1.03E+00,5.17E-03,1.88E-01,1.67E-02,7.36E-01,1.39E+02
N-PSK3,8.87E-01,4.70E-03,4.90E-01,1.62E-02,1.05E+00,1.04E+02
N-PSK53A,1.38E+00,7.06E-03,1.97E-01,2.33E-02,8.86E-01,9.75E+01
N-SF1,1.61E+00,1.20E-02,2.38E-01,5.91E-02,1.52E+00,1.36E+02
N-SF10,1.62E+00,1.22E-02,2.56E-01,5.96E-02,1.64E+00,1.47E+02
N-SF11,1.74E+00,1.32E-02,3.14E-01,6.23E-02,1.90E+00,1.55E+02
N-SF14,1.69E+00,1.31E-02,2.89E-01,6.14E-02,1.70E+00,1.50E+02
N-SF15,1.57E+00,1.17E-02,2.19E-01,5.98E-02,1.51E+00,1.33E+02
N-SF2,1.47E+00,1.09E-02,1.64E-01,5.86E-02,1.37E+00,1.27E+02
N-SF4,1.68E+00,1.27E-02,2.83E-01,6.02E-02,1.64E+00,1.46E+02
N-SF5,1.52E+00,1.13E-02,1.87E-01,5.89E-02,1.43E+00,1.29E+02
N-SF57,1.88E+00,1.42E-02,3.74E-01,6.41E-02,2.30E+00,1.77E+02
N-SF57HT,1.88E+00,1.42E-02,3.74E-01,6.41E-02,2.30E+00,1.77E+02
N-SF57HTultra,1.88E+00,1.42E-02,3.74E-01,6.41E-02,2.30E+00,1.77E+02
N-SF6,1.78E+00,1.34E-02,3.38E-01,6.18E-02,2.09E+00,1.74E+02
N-SF66,2.02E+00,1.47E-02,4.70E-01,6.93E-02,2.60E+00,1.62E+02
N-SF6HT,1.78E+00,1.34E-02,3.38E-01,6.18E-02,2.09E+00,1.74E+02
N-SF6HTultra,1.78E+00,1.34E-02,3.38E-01,6.18E-02,2.09E+00,1.74E+02
N-SF8,1.55E+00,1.14E-02,2.10E-01,5.83E-02,1.46E+00,1.33E+02
N-SK11,1.18E+00,6.80E-03,2.30E-01,2.20E-02,9.36E-01,1.02E+02
N-SK14,9.36E-01,4.62E-03,5.94E-01,1.69E-02,1.04E+00,1.04E+02
N-SK16,1.34E+00,7.05E-03,2.41E-01,2.29E-02,9.94E-01,9.28E+01
N-SK2,1.28E+00,7.27E-03,2.58E-01,2.43E-02,9.68E-01,1.10E+02
N-SK2HT,1.28E+00,7.27E-03,2.58E-01,2.43E-02,9.68E-01,1.10E+02
N-SK4,1.33E+00,7.17E-03,2.29E-01,2.46E-02,9.88E-01,1.01E+02
N-SK5,9.91E-01,5.23E-03,4.96E-01,1.73E-02,9.87E-01,9.84E+01
N-SSK2,1.43E+00,8.24E-03,1.53E-01,3.34E-02,1.01E+00,1.07E+02
N-SSK5,1.59E+00,9.20E-03,1.04E-01,4.24E-02,1.05E+00,1.07E+02
N-SSK8,1.45E+00,8.69E-03,1.18E-01,4.22E-02,1.07E+00,1.11E+02
N-ZK7,1.08E+00,6.77E-03,1.68E-01,2.31E-02,8.52E-01,8.90E+01
N-ZK7A,1.08E+00,6.77E-03,1.69E-01,2.31E-02,8.61E-01,8.90E+01
P-BK7,1.18E+00,7.22E-03,8.72E-02,2.68E-02,1.03E+00,1.02E+02
P-LAF37,1.76E+00,9.38E-03,2.48E-01,3.61E-02,1.16E+00,8.64E+01
P-LAK35,1.39E+00,7.16E-03,4.19E-01,2.34E-02,1.04E+00,8.83E+01
P-LASF47,1.86E+00,1.00E-02,3.16E-01,3.87E-02,1.29E+00,9.45E+01
P-LASF50,1.85E+00,9.99E-03,3.30E-01,3.87E-02,1.30E+00,9.59E+01
P-LASF51,1.85E+00,9.88E-03,3.39E-01,3.78E-02,1.32E+00,9.78E+01
P-SF68,2.33E+00,1.69E-02,4.53E-01,7.16E-02,1.25E+00,1.19E+02
P-SF69,1.63E+00,1.22E-02,2.36E-01,6.01E-02,1.67E+00,1.46E+02
P-SF8,1.55E+00,1.17E-02,2.06E-01,5.82E-02,1.40E+00,1.31E+02
P-SK57,1.31E+00,7.41E-03,1.69E-01,2.55E-02,1.11E+00,1.08E+02
P-SK57Q1,1.31E+00,7.36E-03,1.71E-01,2.56E-02,1.10E+00,1.07E+02
P-SK58A,1.32E+00,7.21E-03,1.71E-01,2.46E-02,1.13E+00,1.03E+02
P-SK60,1.41E+00,7.84E-03,1.43E-01,2.88E-02,1.17E+00,1.05E+02
SF1,1.56E+00,1.21E-02,2.84E-01,5.35E-02,9.69E-01,1.12E+02
SF10,1.62E+00,1.28E-02,2.59E-01,5.82E-02,1.08E+00,1.17E+02
SF11,1.74E+00,1.36E-02,3.11E-01,6.16E-02,1.17E+00,1.22E+02
SF2,1.40E+00,1.06E-02,2.32E-01,4.93E-02,9.39E-01,1.12E+02
SF4,1.62E+00,1.26E-02,3.39E-01,5.45E-02,1.03E+00,1.18E+02
SF5,1.46E+00,1.12E-02,2.48E-01,5.09E-02,9.50E-01,1.12E+02
SF56A,1.71E+00,1.34E-02,3.44E-01,5.80E-02,1.10E+00,1.22E+02
SF57,1.82E+00,1.44E-02,4.29E-01,5.93E-02,1.07E+00,1.21E+02
SF57HTultra,1.82E+00,1.44E-02,4.29E-01,5.93E-02,1.07E+00,1.21E+02
SF6,1.59E+00,1.19E-02,2.20E-01,5.95E-02,1.47E+00,1.33E+02
N-PSK53,1.34E+00,6.75E-03,2.41E-01,2.20E-02,9.53E-01,1.04E+02
BK7G18,1.27E+00,8.13E-03,1.44E-02,5.43E-02,1.00E+00,1.03E+02
LF5G19,1.35E+00,9.72E-03,1.42E-01,5.02E-02,9.00E-01,1.12E+02
LF5G15,1.29E+00,9.20E-03,1.63E-01,4.57E-02,1.06E+01,1.28E+03
K5G20,1.14E+00,6.95E-03,1.45E-01,3.11E-02,3.75E+01,4.54E+03
LAK9G15,1.29E+00,5.58E-03,5.18E-01,2.24E-02,2.62E+01,1.89E+03
F2G12,1.35E+00,9.81E-03,2.10E-01,4.72E-02,1.95E+01,2.28E+03
SF6G05,1.62E+00,1.13E-02,5.07E-01,5.36E-02,1.04E+01,1.12E+03
LASFN9,1.98E+00,1.19E-02,3.20E-01,5.27E-02,1.93E+00,1.66E+02
LAKL12,1.28E+00,6.36E-03,4.83E-01,2.14E-02,1.17E+00,9.33E+01
N-LASF46,2.18E+00,1.26E-02,2.99E-01,5.65E-02,1.62E+00,1.06E+02
N-LASF31,1.71E+00,8.19E-03,7.19E-01,2.98E-02,1.72E+00,1.38E+02
N-FK51,9.71E-01,4.72E-03,2.17E-01,1.54E-02,9.05E-01,1.69E+02
N-LAF32,1.92E+00,9.79E-03,2.24E-01,3.86E-02,1.22E+00,8.46E+01
KZFSN4,1.38E+00,8.91E-03,1.68E-01,4.05E-02,8.75E-01,6.97E+01
SF14,1.69E+00,1.33E-02,2.86E-01,6.13E-02,1.13E+00,1.18E+02
SF15,1.54E+00,1.19E-02,2.48E-01,5.56E-02,1.04E+00,1.16E+02
SF66,2.08E+00,1.81E-02,4.07E-01,6.79E-02,1.77E+00,2.15E+02
LITHOTEC-CAF2,6.18E-01,2.75E-03,4.21E-01,1.06E-02,3.80E+00,1.18E+03
LITHOSIL-Q,6.71E-01,4.49E-03,4.33E-01,1.33E-02,8.77E-01,9.59E+01
D263TECO,1.24E+00,8.63E-03,4.66E-02,4.69E-02,2.47E+00,2.64E+02
AF32ECO,1.11E+00,7.07E-03,1.42E-01,2.25E-02,8.61E-01,9.02E+01
KZFS12,1.56E+00,1.02E-02,2.40E-01,4.69E-02,9.48E-01,6.98E+01
P-PK53,9.60E-01,5.31E-03,3.40E-01,1.75E-02,7.78E-01,1.07E+02
N-LAF36,1.86E+00,9.82E-03,2.94E-01,3.84E-02,1.17E+00,8.94E+01
FK3,9.73E-01,6.41E-03,1.47E-01,2.06E-02,6.79E-01,8.05E+01
N-SK10,1.35E+00,7.36E-03,2.39E-01,2.54E-02,9.67E-01,1.04E+02
N-SK15,1.30E+00,6.95E-03,2.86E-01,2.32E-02,9.75E-01,9.90E+01
N-BAF3,1.35E+00,8.71E-03,1.08E-01,4.78E-02,1.13E+00,1.13E+02
BAFN6,1.37E+00,8.83E-03,1.09E-01,4.39E-02,1.02E+00,1.14E+02
N-LAF3,1.73E+00,9.54E-03,1.51E-01,4.08E-02,1.07E+00,9.81E+01
SFL57,1.89E+00,1.46E-02,3.61E-01,6.48E-02,2.26E+00,1.76E+02
SFL6,1.79E+00,1.35E-02,3.28E-01,6.23E-02,2.02E+00,1.68E+02
N-SF19,1.52E+00,1.10E-02,1.76E-01,5.93E-02,1.44E+00,1.27E+02
N-SF56,1.74E+00,1.30E-02,3.17E-01,6.13E-02,1.95E+00,1.62E+02
N-LAK33A,1.44E+00,6.81E-03,5.72E-01,2.22E-02,1.17E+00,8.09E+01
P-SF67,1.97E+00,1.46E-02,4.67E-01,6.70E-02,2.43E+00,1.57E+02

